"","as","mn","pb","age","iq","edu","smoke","cs"
"1",0.692063038053272,0.89702522529935,0.785675411455763,8.86332632784169,31.4890029063466,0,0,42.4170775433171
"2",0.587575887373047,0.740287725955676,0.767042321800865,13.2622332485891,21.3109899512023,0,1,35.8305224731597
"3",0.50068595228508,0.507649629850455,0.579718748665002,4.56327325434495,19.8294689327312,1,1,25.1025616744326
"4",0.602821022503456,0.844887328550924,0.789027840853523,11.0690261414035,26.9492221459623,0,1,39.329090462894
"5",0.437650537469703,0.503356672188053,0.421625969636029,1.83521077013911,16.3774322870649,0,1,17.1460622125032
"6",0.821105917842277,0.961651387387822,0.972335977340493,18.9137431986551,27.8198549921794,0,1,50.3031925378547
"7",0.615432890747852,0.739791586043672,0.735985911857052,8.32601114146676,30.4336451421413,0,0,40.7449142777725
"8",0.566618180473566,0.925361525057148,0.775850897018557,16.2770171586182,24.4249454851611,0,1,42.9269766327945
"9",0.634122839523059,0.842159395184141,0.838199811496676,10.6687897337337,29.8208522458655,0,1,41.9882311801165
"10",0.506013000091721,0.416931867512712,0.540072935036905,5.37600130275974,17.3337756982956,0,1,22.2830936229008
"11",0.571494306197092,0.754718187513302,0.62924915622791,9.9601097826955,20.994467948363,0,1,31.4027254699689
"12",0.704735706576855,0.622292504052393,0.748228408981704,8.78403778801817,24.750465060363,0,1,34.325296133782
"13",0.673936628023998,0.692551874688339,0.650725452963699,6.68737755335738,23.3837128982018,1,1,31.3026357244656
"14",0.693900318054921,0.736949754786366,0.894642220816924,7.19140468063685,29.529717493035,0,1,37.2611810003766
"15",0.563143937171563,0.672225640537512,0.544414145159075,8.07989207246547,21.9607537022349,1,1,31.5130681076323
"16",0.560382040890606,0.83284878410295,0.898773218164616,18.5095902162515,22.1468445481466,1,1,44.3864463254035
"17",0.602356797986388,0.679187687041874,0.761886041447156,7.37059084911578,26.0868475837007,0,1,33.8416577780304
"18",0.82240059147617,0.872319816390779,0.86239110750686,9.91218659937933,30.1328250089525,1,1,42.7616602417967
"19",0.709641046238086,0.914873325334319,0.925100244183183,11.0966152612183,30.3554432369901,0,1,43.0901690039199
"20",0.826576204406854,1.07277232008764,0.927320785641705,12.6485095084941,35.9634990153585,0,1,51.3003441050899
"21",0.639176649592224,0.74495633847753,0.716809930989063,8.01952330665343,27.7525701121619,0,1,36.5054192808095
"22",0.635365131521157,0.710132021091581,0.768761007794707,11.5163341983669,23.5178160113044,1,1,37.5085042899795
