"","q","response","SE"
"1",0.04,6.06256993653622,0.378581759609053
"11",0.04,11.607250876246,1.36287256806559
"12",0.04,6.44942283778375,0.786678206515722
"13",0.04,8.29451815011199,0.577448433258423
"14",0.04,5.832577307039,0.842031182622223
"15",0.08,5.78407678812469,0.374392674756423
"16",0.08,11.1213248214489,1.31964851012623
"17",0.08,6.1670404901046,0.775149729116354
"18",0.08,7.93528013933157,0.567841497395097
"19",0.08,5.52180606463374,0.815355878083703
"110",0.12,5.49282070253905,0.371634520911576
"111",0.12,10.5910396167315,1.27114775688122
"112",0.12,5.85173352192724,0.761133881894508
"113",0.12,7.55415532199618,0.558027302680454
"114",0.12,5.23488739190359,0.788282105504993
"115",0.16,5.2102847217346,0.367648945364967
"116",0.16,10.1556639987935,1.24021391768771
"117",0.16,5.58353155397901,0.750581730215712
"118",0.16,7.19023098700522,0.551685667001904
"119",0.16,4.95904527785434,0.769317378625281
"120",0.2,4.95016738674926,0.365011816429513
"121",0.2,9.72116242929947,1.20631518668144
"122",0.2,5.31097901424523,0.738433239598549
"123",0.2,6.8597546842773,0.545049062563523
"124",0.2,4.6861025251951,0.749114755579227
