"","as","mn","pb","asw","mnw","pbw","ps","ace"
"1",0.663974031412726,0.807681830392274,0.793405890355052,0.472369982050454,0.682305608177834,1.28812639489986,0.41516402316277,4.52587929625073
"2",0.658966886631692,0.543015747986973,0.528891384614693,0.742675990213148,0.134458421455969,0.109774196133043,0.0109619459850284,4.52587929625073
"3",0.646720505568031,0.872706675769141,0.82442560521345,1.13899017717615,0.303038932409633,0.319595606658188,0.110311097795673,4.52587929625073
"4",0.738672753858656,0.9497994504369,0.918746232634585,0.350528820707919,0.136501300055312,0.2519684781447,0.0120560969664625,4.52587929625073
"5",0.513692382568103,0.712851236406438,0.575397189114044,0.280287100137633,0.349575129343491,4.76956341035979,0.467328496920462,4.52587929625073
"6",0.299242181239478,0.479037962546389,0.524828473067624,0.0198051246678521,0.0621269319462505,0.113710655432634,0.000139913187388281,4.52587929625073
"7",0.401271122759818,0.67565051697765,0.6339362256265,0.0799191108128103,0.361052994861331,0.270450402283462,0.00780385563585795,4.52587929625073
"8",0.507889385723277,0.537011602030876,0.506563105865673,0.331054520730268,0.11764594393543,0.089303779456895,0.00347813408692171,4.52587929625073
"9",0.705731160201665,0.735796951301668,0.824402909250612,0.457692898681513,0.374902363948095,0.829826875367438,0.142390117751089,4.52587929625073
"10",0.463185613757417,0.687243017735467,0.677533625826139,0.557602994885891,0.32974149881976,0.344735095672829,0.0633846657179619,4.52587929625073
"11",0.678771416399527,0.939742475318195,0.898272470974572,0.3646774378081,0.274399396424542,0.21075301852735,0.021089478960486,4.52587929625073
"12",0.612427699782626,0.93655590426424,0.889689503775076,0.406818130573976,0.19359554909927,0.239991228496654,0.0189012722216479,4.52587929625073
"13",0.477828573127528,0.595869527377255,0.713553983308282,0.680230969139329,0.430665374409168,0.594759522673125,0.174235947084586,4.52587929625073
"14",0.836709162241477,0.902371454729974,0.89479763469786,0.0919355948937891,0.243385792649021,0.244481491603994,0.0054704732714799,4.52587929625073
"15",0.556164520726849,0.728514195356342,0.657632760334132,0.357457330009999,0.353533064185035,0.660296494689694,0.0834436391469625,4.52587929625073
"16",0.680793471027486,0.785466420845506,0.802394913278174,1.48225751866648,0.399031340876541,0.465028062930594,0.275048848720115,4.52587929625073
"17",0.561699699048011,0.671047508065671,0.549184071505176,0.356137597919813,0.542902106105657,0.310705204686542,0.0600741839233085,4.52587929625073
"18",0.578015783782491,0.636775083430651,0.579506373780432,0.593082562575423,0.274244159869217,0.564943096467471,0.0918876721181374,4.52587929625073
"19",0.857807353745704,0.941478211218577,0.999782689739796,0.16789659367669,0.157824318263191,0.103935705508448,0.00275410551924275,4.52587929625073
"20",0.862210255031503,0.967588212055452,1.09591572171895,0.253248281586395,0.363163361444943,0.0309755392719692,0.00284883574853381,4.52587929625073
"21",0.662107029677623,0.536698872165177,0.543490821436035,0.497861663265551,0.116445481575596,0.124181892369091,0.00719928888210649,4.52587929625073
"22",0.731627590692138,0.891626378385018,0.920106079057018,0.280250493423422,0.405464743216043,0.742810960951802,0.0844068680762627,4.52587929625073
"23",0.370149171771041,0.626417088486054,0.570408385667082,0.108899794097423,0.398445756926355,0.158244131947471,0.00686631746689163,4.52587929625073
"24",0.542024538650143,0.66133742877463,0.666581283667545,0.336711929765072,0.315522867341404,0.307194719000026,0.0326364632667091,4.52587929625073
"25",0.647336507350428,0.693837982072237,0.815827857103663,0.415135475455023,0.358103050179759,2.42123102845418,0.359943303861521,4.52587929625073
"26",0.724659982751047,0.809527519074253,0.793952238796244,0.286887321537789,0.522163030466938,0.8052662054015,0.120630450428557,4.52587929625073
"27",0.467201877617705,0.52469133790074,0.615032282259766,0.435960208607388,0.128316704954894,0.377665857166917,0.0211269972031665,4.52587929625073
"28",0.738065423122658,0.803400096919806,0.920118946609031,0.39550027908666,0.447053758494696,0.54968971240277,0.0971905755234943,4.52587929625073
"29",0.63622586656823,0.866206031388707,0.835973843587896,0.719962998342782,0.339762164953873,0.292303527347992,0.0715021743075756,4.52587929625073
"30",0.510658669288416,0.568402309064598,0.733186136111236,0.264670391601631,0.442960276078575,1.79124943472738,0.210003342638763,4.52587929625073
"31",0.691918399579185,0.693428718041805,0.653618686037537,0.351830982859665,0.34302315983337,0.28688686284266,0.0346232782684367,4.52587929625073
"32",0.441064220788756,0.589491794965307,0.529331841588896,0.131758659458318,0.18703420119388,0.241002169090219,0.00593910697864631,4.52587929625073
"33",0.784603606095041,0.976377916868013,0.965608430631631,0.374566438767741,0.115400494094708,0.12138919543183,0.00524706643645566,4.52587929625073
"34",0.620712674907868,0.532695647568824,0.559079121112004,4.50674649565205,0.171116107591761,0.152156760046599,0.117339781301935,4.52587929625073
"35",0.597114232353374,0.754448523253508,0.891386893990313,0.431605965591064,0.855486663887723,0.47434412127427,0.175143572951974,4.52587929625073
"36",0.718477222652828,0.92331893155405,1.0079182162729,0.335947316042543,0.22870728606652,1.43521795869553,0.110272960991752,4.52587929625073
"37",0.561433500059491,0.679855261067376,0.590980469879093,0.411053503605066,0.441489490758791,7.63516343635796,1.38559740787073,4.52587929625073
"38",0.655580883642187,0.777005224520779,0.752545191582778,1.01084851075559,0.625982367543689,1.24366649237259,0.786959005187911,4.52587929625073
"39",0.732957563181799,0.633733311121006,0.713337021350402,0.321529715544651,0.49851727424609,0.378874636685481,0.0607291022382717,4.52587929625073
"40",0.62015471822648,0.71922262093957,0.765345978076089,0.429460835080329,0.551404175411541,0.342367861372092,0.0810749341556868,4.52587929625073
"41",0.854825989472482,0.79505020098587,0.721656947265138,0.105586435889369,0.33547811310595,0.771953729714753,0.027344097370321,4.52587929625073
"42",0.738634846812716,1.05221953571492,1.02071343440742,0.357726324014741,0.0487270869602216,0.193075973822586,0.00336549990454932,4.52587929625073
"43",0.398547979940803,0.453962652695635,0.446307114561653,0.0859872300891584,0.0495041960843568,0.0485702208684448,0.000206750253091577,4.52587929625073
"44",0.550842014271082,0.679355854702707,0.651789557234034,0.362196975429717,0.377613046948869,0.609765814392282,0.0833978554908448,4.52587929625073
"45",0.543316487034915,0.691666431367569,0.618783312422431,2.7907812434194,0.335689619351476,0.421307323706235,0.3946959914797,4.52587929625073
"46",0.52102428590305,0.541443613918194,0.559114104571778,0.30252681690618,0.12526013255428,0.143424258375354,0.00543499761359843,4.52587929625073
"47",0.697626320985355,0.784199705549297,0.809069115379076,0.550998112872706,0.706229301854387,0.440315824580627,0.171340542672814,4.52587929625073
"48",0.697196950014696,0.871777676733504,0.876061154453335,0.37421967367979,0.482833823192775,0.483481504043326,0.0873582983095268,4.52587929625073
"49",0.486107327151352,0.462758721036949,0.411420260578964,0.428924352513821,0.0529148262713743,0.0679728797652353,0.00154274358332613,4.52587929625073
"50",0.585106995861714,0.818216327074633,0.755158418461468,1.77500870379971,0.83677366461166,0.342161229444096,0.508205414881693,4.52587929625073
"51",0.5834014500419,0.762630765696262,0.696471617562292,0.608515634689754,0.350065597598988,0.941986440401634,0.200662318255326,4.52587929625073
"52",0.656196776226181,0.777631309584769,0.726049492379637,0.560386731820325,0.349732843947518,0.683062904897972,0.133870524285704,4.52587929625073
"53",0.655044606997046,0.781199207440111,0.856215763518089,0.567464418620727,0.464565688227826,0.320910825319325,0.084599955285767,4.52587929625073
"54",0.622160198684895,0.743920036516882,0.737744982746618,0.540156741533745,0.431415417151928,0.386195204845742,0.0899958201118832,4.52587929625073
"55",0.539562867561983,0.795409049824257,0.792299335710734,0.600381375892342,0.521976495707,0.467825116457841,0.146609358531351,4.52587929625073
"56",0.529138668089061,0.62424429693387,0.663155336265102,0.303653154067464,0.276885370321064,0.289704045030123,0.0243574806034704,4.52587929625073
"57",0.766614574199394,0.863653164288142,0.850259954107919,0.205331422905283,0.331514691569744,0.306737940363318,0.0208797691836193,4.52587929625073
"58",0.545053575917683,0.814769317256724,0.832084024740114,0.328861085321323,0.519561493308242,0.621697264348425,0.106225405702949,4.52587929625073
"59",0.653157423824961,0.888116121326451,0.903205766284546,0.400872911793903,0.717128566358962,1.04628974465936,0.300784672733268,4.52587929625073
"60",0.597912358056646,0.892622665792708,0.931105419773746,0.519733397291173,0.216966893763209,0.205416249262629,0.0231637511864859,4.52587929625073
"61",0.62110386356794,0.702096697102303,0.629533529484052,0.414420536865944,0.649522019924067,0.245278636046642,0.0660229416612515,4.52587929625073
"62",0.881236365497133,1.08100067652559,1.04716588892067,0.55921235336693,0.0902956863540576,0.0619532325908139,0.00312829522720081,4.52587929625073
"63",0.673552332731431,0.92329271898658,0.921691863365371,0.510097004996421,0.277684259714249,0.264763924684202,0.0375027268391956,4.52587929625073
"64",0.819664308066293,0.997896967022814,1.00190940214248,0.208929014305351,0.0821006264931959,0.0807262643057599,0.00138471399641046,4.52587929625073
"65",0.380294040287008,0.717113794926825,0.61189247058582,9.86404102983939,1.30429698376928,0.238586951303261,3.06957357674964,4.52587929625073
